lender_table,name,product_name,application_url,lender_row_url,eligible_states,bureaus_pulled,business_bureau_pulled,double_pull,multiple_llc_allowed,stated_requirements,docs_requested,application_method,approval_speed,typical_approval_range,average_starting_loc,max_known_loc,apr_terms,repayment_terms,draw_period_renewal,relationship_required,deposit_balance_impact,known_friendly_states,insider_tips,priority_tier,notes,active,branch_location_info,prequal_soft_pull,intro_offers,requires_account_opening,minimum_deposit,underwriter_interaction,relationship_manager,documentation_required,minimum_time_in_business_years,minimum_revenue_threshold,collateral_required,renewal_terms,loan_type,apr_range_pct,repayment_terms_months,funding_speed,loc_type,external_row_id
OnlineBizCC,Elan Financial Partner Banks,,,https://app.notion.com/p/legacystrong/Florida-253c3aa761d280d7aae1c62c34560395,FL,,,,,No business bank account required,,,,,,,,,,,,,"No business bank account required; Avoid using VPN — Elan is strict; Apply near business address IP for best results; Helpful to report $200K+ in account balance; After first approval, wait 1-2 weeks and apply to second partner bank",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-ELAN-FINANCIAL-PARTNER-BANKS
InBranchBizCC,Emprise Bank,,https://www.emprisebank.com/business/borrow/business-credit-cards,https://app.notion.com/p/legacystrong/Kansas-253c3aa761d28030a60fd298581357b7,KS,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-EMPRISE-BANK
InBranchBizCC,ENT Credit Union,,,https://app.notion.com/p/legacystrong/Colorado-253c3aa761d28070b6f5f734098892e5,CO,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-ENT-CREDIT-UNION
OnlineBizCC,Evergreen Bank,,https://www.evergreenbankgroup.com/business/business-credit-card.html,https://app.notion.com/p/legacystrong/Illinois-253c3aa761d28004ba89f6af65a5b622,IL,,,,,No business checking required,,,,,,,,,,,,,No business checking required,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-EVERGREEN-BANK
OnlineBizCC,Evergreen Bank (0%,TCM),https://www.evergreenbankgroup.com/business/business-credit-card.html,https://app.notion.com/p/legacystrong/Nevada-253c3aa761d28023bcc3ee7d0467faab,NV,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-EVERGREEN-BANK-0
OnlineBizCC,EverTrust Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-EVERTRUST-BANK
InBranchBizCC,Exchange State Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Iowa-253c3aa761d280f4b9f7f0d95afaf759,IA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-EXCHANGE-STATE-BANK
OnlineBizCC,FAB&T,,,https://app.notion.com/p/legacystrong/Arkansas-253c3aa761d280bebebfdc79020e3fc3,AR,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FAB-T
InBranchBizCC,Fairmont Federal,,,https://app.notion.com/p/legacystrong/West-Virginia-253c3aa761d2801a9a0be7cac92cd17c,WV,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FAIRMONT-FEDERAL
InBranchBizCC,Farmers & Merchants Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,Customizable credit options. Operates throughout Southern California.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FARMERS-MERCHANTS-BANK
InBranchBizCC,Fidelity Bank & Trust,,https://www.fidelitybanknc.com/business-banking/credit-and-financing/business-credit-cards/,https://app.notion.com/p/legacystrong/Iowa-253c3aa761d280f4b9f7f0d95afaf759,IA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIDELITY-BANK-TRUST
InBranchBizCC,Fifth Third,,https://www.53.com/content/fifth-third/en/business-banking/managing-business/credit-card-solutions.html,https://app.notion.com/p/legacystrong/Illinois-253c3aa761d28004ba89f6af65a5b622,"IL, IN",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIFTH-THIRD
InBranchBizCC,Fifth Third Bank,,https://www.53.com/content/fifth-third/en/business-banking/managing-business/credit-card-solutions.html,https://app.notion.com/p/legacystrong/Florida-253c3aa761d280d7aae1c62c34560395,"FL, GA, KY, NC, OH, TN",,,,,,,,,,,,,,,,,,Credit card + BLOC options; Known for fast underwriting decisions; In-branch applications have higher approval success.; Known to approve up to $20k+ if profile fits.; Good regional presence in NC.; Reliable lender; offers rewards and balance-focused cards.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIFTH-THIRD-BANK
InBranchBizCC,First American Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Florida-253c3aa761d280d7aae1c62c34560395,"FL, IL, NM",,,,,No business bank account required,,,,,,,,,,,,,"First Citizens Bank – In-branch only. Can also apply for a BLOC of $5K–$25K. Seen limits as high as $60K combined; No business bank account required; Avoid using VPN — Elan is strict; Apply near business address IP for best results; Helpful to report $200K+ in account balance; After first approval, wait 1-2 weeks and apply to second partner bank",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-AMERICAN-BANK
OnlineBizCC,First American Bank,,,https://app.notion.com/p/legacystrong/Wisconsin-253c3aa761d280d1ba87d713b284c8ee,WI,,,,,No checking account needed,,,,,,,,,,,,,"No checking account needed; Use the BUSINESS tab to find 0% for 20 months; Reporting $200k+ in assets may boost your limit to $25k+ (not verified); Don’t use a VPN. Apply from an IP near your business or home; After first approval, apply at another Elan partner bank",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-AMERICAN-BANK
InBranchBizCC,First American Bank and Trust,,https://www.fabt.com/credit-cards.php,https://app.notion.com/p/legacystrong/Louisiana-253c3aa761d28022842ae6894ed544b8,LA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-AMERICAN-BANK-AND-TRUST
InBranchBizCC,First Bank,,,https://app.notion.com/p/legacystrong/Kansas-253c3aa761d28030a60fd298581357b7,KS,,,,,"First Citizens Bank – 9 months 0%, in-branch only, 30+ days account open often required",,,,,,,,,,,,,"First Citizens Bank – 9 months 0%, in-branch only, 30+ days account open often required",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-BANK
OnlineBizCC,First Bank,,,https://app.notion.com/p/legacystrong/Tennessee-253c3aa761d2802a9625cb0f3e68028c,"TN, WY",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-BANK
InBranchBizCC,First Bank & Trust,,,https://app.notion.com/p/legacystrong/South-Dakota-253c3aa761d2801c8999ff2977db8c79,SD,,,,,,,,,,,,,,,,,,Offers 0% intro rate. Confirm in-branch requirements.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-BANK-TRUST
OnlineBizCC,First Bank & Trust (HTLF),,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,,,,,,,,,,,,,,Online application → phone call follow-up; Unverified: multi 6-figure net worth & $50k+ monthly spend helps approval,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-BANK-TRUST-HTLF
InBranchBizCC,First Bank Alaska,,,https://app.notion.com/p/legacystrong/Alaska-253c3aa761d2805cbd2ec6dcf14c8ac1,AK,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-BANK-ALASKA
InBranchBizCC,First Bank of Wyoming,,,https://app.notion.com/p/legacystrong/Wyoming-253c3aa761d280efab51c5990f64d293,WY,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-BANK-OF-WYOMING
OnlineBizCC,First Citizens,,,https://app.notion.com/p/legacystrong/Virginia-253c3aa761d28024a870e60ca73b3bef,VA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-CITIZENS
InBranchBizCC,First Citizens Bank,Must apply in branch,https://www.firstcitizens.com/small-business/credit-financing/credit-cards/premium-rewards,https://app.notion.com/p/legacystrong/Georgia-253c3aa761d280c0a8f0c876c511936d,"GA, MD, NC, NM, OK, OR, SC, TN, VA, WA, WI, WV, WY",,,,,"No biz checking required. Avoid VPNs! Apply from address near your business.; Business checking must be open.; Some branches allow same-day apply; others require 30 days seasoning.; Checking account required (sometimes day-of works; other times 30 days seasoning); Business checking required (sometimes same-day, sometimes 30-day seasoning); Can also apply for Line of Credit ($5k–$25k+) — no docs required; Optional Business Line of Credit ($5k–$25k in account, no docs required)",,,,,,,,,,,,,"Can also apply for Business Line of Credit if $5k–$25k is in the account (no docs); United Community; Line of Credit option: $5k–$25k, no docs if funds already in the account; No biz checking required. Avoid VPNs! Apply from address near your business.; Look for 0% cards (20 mo). If approved, apply again via another Elan partner.; First Citizens must be applied for in branch (offers 9-month 0% and possible BLOC).; 0% for 9 months.; Requires in-branch application.; Business checking must be open.; Some branches allow same-day apply; others require 30 days seasoning.; Option to also apply for BLOC ($5k–$25k) if $5k+ in account.; In-branch only; 0% for 9 months + BLOC offer if $5k–$25k is on deposit; 0% intro for 9 months; Must apply in-branch; Checking account required (sometimes day-of wor…",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-CITIZENS-BANK
OnlineBizCC,First Citizens Bank,,,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,"AL, AZ, CA, NC, OR, SC",,,,,No business checking required.; No checking account required. Apply through each bank’s site.; No checking required. Report $200k+ in assets for higher limits. Never use VPN.,,,,,,,,,,,,,"No business checking required.; Recommend reporting $200K+ in account or investment balances. This is not verified but helps approval and limits.; Never use a VPN. Apply near your real address (business preferred).; After first Elan approval, apply at a second Elan partner with identical data.; No checking account required. Apply through each bank’s site.; Report $200k+ in “investment account” for higher limits. Avoid VPN.; Match application data across all Elan apps.; No checking required. Report $200k+ in assets for higher limits. Never use VPN.; Separate from Elan version; also offers low-interest cards.; Apply directly on the business cards page.; Do not use VPN. Use local IP to your business/personal address.; Data point: $200k+ “investment balance” = $25k+ limits (unverified).; Once…",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-CITIZENS-BANK
InBranchBizCC,First Citizens Bank (0% for 9 months),,https://www.firstcitizens.com/small-business/credit-financing/credit-cards/premium-rewards,https://app.notion.com/p/legacystrong/Missouri-253c3aa761d2806aad8cdbba6550301b,MO,,,,,No business checking required.,,,,,,,,,,,,,Notes:; No business checking required.; Apply from IP address close to your business/personal address (no VPN!).; Report $200k+ in “account balance” or “investment accounts” (not verified).; For First Citizens Bank: In-branch only. Business account must be open. Option to also apply for Business LOC ($5k–$25k). Seen $35k CC + $60k LOC approvals.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-CITIZENS-BANK-0-FOR-9-MONTHS
InBranchBizCC,First Citizens Bank (Apply in-branch),,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,No business checking required (except First Citizens),,,,,,,,,,,,,No business checking required (except First Citizens); Apply at IP address near your business location; Report $200k+ “account balance/investments” for higher limit; Apply to 1 Elan bank → wait for approval → apply to 2nd with same data points; 🔎 Local & Regional Banks with Business Credit Cards,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-CITIZENS-BANK-APPLY-IN-BRANCH
InBranchBizCC,First Citizens National,,,https://app.notion.com/p/legacystrong/Tennessee-253c3aa761d2802a9625cb0f3e68028c,TN,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-CITIZENS-NATIONAL
InBranchBizCC,First Commonwealth,,,https://app.notion.com/p/legacystrong/Pennsylvania-253c3aa761d280548a54eade5f14cb11,PA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-COMMONWEALTH
OnlineBizCC,First Community Bank,,,https://app.notion.com/p/legacystrong/West-Virginia-253c3aa761d2801a9a0be7cac92cd17c,WV,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-COMMUNITY-BANK
InBranchBizCC,First Dakota National Bank,,,https://app.notion.com/p/legacystrong/South-Dakota-253c3aa761d2801c8999ff2977db8c79,SD,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-DAKOTA-NATIONAL-BANK
InBranchBizCC,First Financial,,https://www.bankatfirst.com/business/bank/business-credit-cards.html,https://app.notion.com/p/legacystrong/Indiana-253c3aa761d280869289d2c1b9f70bb0,IN,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-FINANCIAL
InBranchBizCC,First Hawaiian Bank,,,https://app.notion.com/p/legacystrong/Hawaii-253c3aa761d280909ddfdb2513a2c16f,HI,,,,,,,,,,,,,,,,,,Offers cash back and travel rewards; Typically requires a business account for approval; Call to confirm if they currently offer promotional APR terms,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-HAWAIIAN-BANK
InBranchBizCC,First Interstate Bank,,https://www.firstinterstatebank.com/business/banking/credit_cards/,https://app.notion.com/p/legacystrong/Idaho-253c3aa761d28090b2e9fde857adcbf7,"ID, MT, WY",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-INTERSTATE-BANK
InBranchBizCC,First Kentucky Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Kentucky-253c3aa761d2803d906ef673163a8535,KY,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-KENTUCKY-BANK
InBranchBizCC,First Midwest Bank,,https://www.firstmidwest.com/small-business/credit-cards/,https://app.notion.com/p/legacystrong/Illinois-253c3aa761d28004ba89f6af65a5b622,IL,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-MIDWEST-BANK
InBranchBizCC,First National Bank,,https://www.fnb-online.com/business/loans-leasing/lending/business-credit-card,https://app.notion.com/p/legacystrong/Maryland-253c3aa761d280da9edddf304ac75e0e,"MD, NC, PA",,,,,,,,,,,,,,,,,,Apply online or in branch. Offers both rewards and lower APR options.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-NATIONAL-BANK
OnlineBizCC,First National Bank,,,https://app.notion.com/p/legacystrong/Illinois-253c3aa761d28004ba89f6af65a5b622,IL,,,,,No biz checking required,,,,,,,,,,,,,"No biz checking required; Report $200k+ “account balance” for better limits (not verified); No VPN. Apply from IP close to business address; After first approval, apply for second bank (ensure same info used)",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-NATIONAL-BANK
InBranchBizCC,First National Bank Alaska,,,https://app.notion.com/p/legacystrong/Alaska-253c3aa761d2805cbd2ec6dcf14c8ac1,AK,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-NATIONAL-BANK-ALASKA
OnlineBizCC,First National Bank of Omaha (FNBO),,,https://app.notion.com/p/legacystrong/Nebraska-253c3aa761d280bea995f13e0b43d9d3,NE,,,,,No checking account needed.,,,,,,,,,,,,,🔗 Apply here; No checking account needed.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FIRST-NATIONAL-BANK-OF-OMAHA-FNBO
InBranchBizCC,First National Bank Texas,,,https://app.notion.com/p/legacystrong/Arizona-253c3aa761d280c9aea9d64e162937b2,AZ,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-NATIONAL-BANK-TEXAS
InBranchBizCC,First PREMIER Bank,,,https://app.notion.com/p/legacystrong/South-Dakota-253c3aa761d2801c8999ff2977db8c79,SD,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-PREMIER-BANK
InBranchBizCC,First Security Bank,,,https://app.notion.com/p/legacystrong/Arkansas-253c3aa761d280bebebfdc79020e3fc3,AR,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-SECURITY-BANK
InBranchBizCC,First State Bank,,,https://app.notion.com/p/legacystrong/Florida-253c3aa761d280d7aae1c62c34560395,FL,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FIRST-STATE-BANK
InBranchBizCC,Flagstar Bank,,https://www.flagstar.com/business/business-credit-cards.html,https://app.notion.com/p/legacystrong/Michigan-253c3aa761d280788103ca55bebcd8aa,MI,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FLAGSTAR-BANK
OnlineBizCC,FNBO,Evergreen Business Card,https://www.fnbo.com/small-business/credit-cards/evergreen/,https://app.notion.com/p/legacystrong/Colorado-253c3aa761d28070b6f5f734098892e5,"CO, IA, IL, KS, OK, SD, WA",,,,,No business checking needed; No business checking account required; No business checking required.; No business checking required,,,,,,,,,,,,,No business checking needed; No business checking account required; No business checking required.; No business checking required; Flexible approvals and decent limit potential; Evergreen card offers 0% intro and cashback rewards.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FNBO
OnlineBizCC,FNBO Evergreen,,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,No business checking account needed,,,,,,,,,,,,,No business checking account needed; 🔁 Elan Financial 0% Cards – Use 2+ Banks Strategically,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FNBO-EVERGREEN
OnlineBizCC,Franklin Bank (0%,TCM),,https://app.notion.com/p/legacystrong/New-Jersey-253c3aa761d2801b8af4d65ca5ffd313,NJ,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-FRANKLIN-BANK-0
InBranchBizCC,Frontier Bank of Texas,,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FRONTIER-BANK-OF-TEXAS
InBranchBizCC,Frost Bank,,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FROST-BANK
InBranchBizCC,Fulton Bank,,https://www.fultonbank.com/Small-Business/Banking/Small-Business-Credit-Cards,https://app.notion.com/p/legacystrong/Maryland-253c3aa761d280da9edddf304ac75e0e,"MD, NJ, PA",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-FULTON-BANK
OnlineBizCC,Garden State Community Bank (FNBO),,,https://app.notion.com/p/legacystrong/New-Jersey-253c3aa761d2801b8af4d65ca5ffd313,NJ,,,,,No business checking needed,,,,,,,,,,,,,No business checking needed; FNBO partner card,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-GARDEN-STATE-COMMUNITY-BANK-FNBO
InBranchBizCC,Gate City Bank,,,https://app.notion.com/p/legacystrong/North-Dakota-253c3aa761d280fb8cc3db0a998caa8c,ND,,,,,,,,,,,,,,,,,,Local North Dakota option with Visa business card products,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-GATE-CITY-BANK
OnlineBizCC,Goldman Sachs,GM Business Card,https://www.marcus.com/us/en/credit-cards/gm-cards/gm-business-card,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,All States,TU,,,,"Uploading ID required; ID upload required; ID upload may be required; Fast processing (1-2 days), identity verification required.; Upload ID required; Fast processing, ID upload required; ID upload typically required. Takes 1–2 days.",,,,,,,,,,,,,"Pre-qual with soft pull on TransUnion. May avoid hard pull by freezing TU after pre-approval.; Requires ID upload and simple verification.; Best to estimate $600K+ in annual revenue and $40K+ in monthly spend.; Common limits: $10K–$25K. Can apply under 2–3 separate LLCs.; Soft pull on TU for pre-approval; Freeze TU after pre-approval to avoid hard pull; Uploading ID is standard; Apply for 1 card per business (up to 2–3 businesses); Suggested: ~$650k revenue / ~$40k monthly spend; Limits typically range from $10k–$20k; Soft pull via TransUnion. Can freeze TU to potentially avoid hard pull.; Approvals often require ID upload.; Business revenue ~$650k / spend ~$40k.; Limits range $10k–$20k per card, up to 2–3 businesses.; Freeze TU post pre-approval to avoid hard pull; 1 card per business (m…",,Source: Notion Deep State Datapoints (Legacy Strong),true,,yes,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-GOLDMAN-SACHS
InBranchBizCC,Great Southern Bank,,https://www.greatsouthernbank.com/business/credit-cards,https://app.notion.com/p/legacystrong/Iowa-253c3aa761d280f4b9f7f0d95afaf759,IA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-GREAT-SOUTHERN-BANK
InBranchBizCC,Great Western Bank,,https://www.greatwesternbank.com/business-banking/loans-and-credit-lines/business-credit-card/,https://app.notion.com/p/legacystrong/Iowa-253c3aa761d280f4b9f7f0d95afaf759,"IA, NE, SD",,,,,,,,,,,,,,,,,,🔗 Great Western Credit Cards,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-GREAT-WESTERN-BANK
InBranchBizCC,Greater Nevada Credit Union,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Nevada-253c3aa761d28023bcc3ee7d0467faab,NV,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-GREATER-NEVADA-CREDIT-UNION
InBranchBizCC,Hancock Whitney Bank,,https://www.hancockwhitney.com/business-credit-cards,https://app.notion.com/p/legacystrong/Mississippi-253c3aa761d280b7aafdcd60f363a740,MS,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HANCOCK-WHITNEY-BANK
InBranchBizCC,Hanmi Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,Strong for immigrant-owned businesses. California-based lender.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HANMI-BANK
OnlineBizCC,Hawaii National Bank (0% - Elan Financial),,,https://app.notion.com/p/legacystrong/Hawaii-253c3aa761d280909ddfdb2513a2c16f,HI,,,,,,,,,,,,,,,,,,Same recommendations as above for Elan partners,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-HAWAII-NATIONAL-BANK-0-ELAN-FINANCIAL
InBranchBizCC,Heritage Bank,,,https://app.notion.com/p/legacystrong/Washington-253c3aa761d280fd80f1c16fa02e72b1,WA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HERITAGE-BANK
InBranchBizCC,Heritage Bank of Nevada,,https://www.heritagebanknevada.com/visa-business-card,https://app.notion.com/p/legacystrong/Nevada-253c3aa761d28023bcc3ee7d0467faab,NV,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HERITAGE-BANK-OF-NEVADA
InBranchBizCC,Hills Bank and Trust Company,,https://www.hillsbank.com/business-credit-cards#,https://app.notion.com/p/legacystrong/Iowa-253c3aa761d280f4b9f7f0d95afaf759,IA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HILLS-BANK-AND-TRUST-COMPANY
